dst_port,protocol,duration,total_bytes,total_packets,fwd_pkts,fwd_bytes,fwd_pkt_len_mean,fwd_pkt_len_std,fwd_pkt_len_min,fwd_pkt_len_max,fwd_iat_mean,fwd_iat_std,fwd_iat_min,fwd_iat_max,fwd_syn,fwd_ack,fwd_fin,fwd_rst,fwd_psh,fwd_urg,bwd_pkts,bwd_bytes,bwd_pkt_len_mean,bwd_pkt_len_std,bwd_pkt_len_min,bwd_pkt_len_max,bwd_iat_mean,bwd_iat_std,bwd_iat_min,bwd_iat_max,bwd_syn,bwd_ack,bwd_fin,bwd_rst,bwd_psh,bwd_urg,bytes_per_second,packets_per_second,fwd_bytes_per_second,bwd_bytes_per_second,down_up_ratio,flow_pkt_asymmetry,flow_byte_asymmetry,pkt_len_mean,pkt_len_std,pkt_len_min,pkt_len_max,pkt_len_q1,pkt_len_q3,pkt_len_skew,pkt_len_entropy,small_pkt_ratio,large_pkt_ratio,iat_mean,iat_std,iat_min,iat_max,burstiness,burst_count,mean_burst_duration,direction_switches,src_port_ephemeral,is_well_known_dst_port,is_complete_handshake,handshake_ratio,has_tls,tls_version,tls_cipher_count,tls_ext_count,ja4_fingerprint,ja4_tls_ver_num,ja4_cipher_count,ja4_ext_count,ja4_sni_present,ja4_has_alpn,ja3_fingerprint,fingerprint_source,has_sni,cipher_suite,dns_query_count,dns_query_types,dns_unique_queries,http_request_count,http_unique_hosts,http_unique_uris,label,fingerprint_final,fingerprint_method
443,TCP,0.078595,4296,18,9,1036,115.1111,88.6234,54.0,331.0,0.009824,0.016858,0.000136,0.049035,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.009798,0.016825,6.1e-05,0.048836,1,9,1,0,4,0,54659.9656,229.0222,13181.5001,41478.4655,3.1437,0.0,-0.5177,238.6667,362.0221,54.0,1514.0,54.0,177.0,2.5335,2.856,0.6111,0.0556,0.004623,0.01251,5.5e-05,0.048836,2.7059,1,0.078595,10,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.067728,4328,18,9,1068,118.6667,90.3364,54.0,331.0,0.008466,0.015702,0.000137,0.047733,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.008426,0.015627,3.5e-05,0.047421,1,9,1,0,4,0,63902.6695,265.769,15768.9582,48133.7113,3.0496,0.0,-0.5065,240.4444,361.6312,54.0,1514.0,54.0,185.0,2.5277,2.856,0.6111,0.0556,0.003984,0.01149,3.5e-05,0.047421,2.8841,1,0.067728,10,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.063841,4328,18,9,1068,118.6667,90.3364,54.0,331.0,0.00798,0.014195,0.000123,0.042487,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.007953,0.014163,3.2e-05,0.042285,1,9,1,0,4,0,67793.4243,281.9505,16729.0613,51064.363,3.0496,0.0,-0.5065,240.4444,361.6312,54.0,1514.0,54.0,185.0,2.5277,2.856,0.6111,0.0556,0.003755,0.010468,3.2e-05,0.042285,2.7875,1,0.063841,10,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.076495,4328,18,9,1068,118.6667,90.3364,54.0,331.0,0.009562,0.018521,0.000128,0.056996,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.009534,0.018474,3.7e-05,0.056759,1,9,1,0,4,0,56578.8613,235.3095,13961.6968,42617.1645,3.0496,0.0,-0.5065,240.4444,361.6312,54.0,1514.0,54.0,185.0,2.5277,2.856,0.6111,0.0556,0.0045,0.013509,3.7e-05,0.056759,3.0022,1,0.076495,10,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.280096,4328,18,9,1068,118.6667,90.3364,54.0,331.0,0.035,0.064941,0.00012,0.197629,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.034995,0.064787,4.8e-05,0.19728,1,8,0,1,4,0,15451.8451,64.2637,3812.9784,11638.8667,3.0496,0.0,-0.5065,240.4444,361.6312,54.0,1514.0,54.0,185.0,2.5277,2.856,0.6111,0.0556,0.016476,0.047719,4.7e-05,0.197183,2.8963,1,0.280096,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.270418,4328,18,9,1068,118.6667,90.3364,54.0,331.0,0.033793,0.064676,0.000119,0.19831,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.033787,0.064675,3.9e-05,0.19835,1,8,0,1,4,0,16004.8517,66.5636,3949.4412,12055.4105,3.0496,0.0,-0.5065,240.4444,361.6312,54.0,1514.0,54.0,185.0,2.5277,2.856,0.6111,0.0556,0.015907,0.047439,3.6e-05,0.198274,2.9823,1,0.270418,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.069865,4189,16,7,928,132.5714,93.4144,54.0,331.0,0.011578,0.018647,0.000197,0.051546,1,6,0,0,4,0,9,3261,362.3333,473.0861,54.0,1514.0,0.00872,0.016774,5.8e-05,0.051189,1,9,0,1,4,0,59958.4914,229.0131,13282.7596,46675.7318,3.5102,-0.125,-0.5569,261.8125,377.7599,54.0,1514.0,54.0,223.75,2.34,3.0244,0.5625,0.0625,0.004658,0.012981,5.5e-05,0.051189,2.7869,1,0.069865,9,1,1,1,0.125,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.260072,4329,18,9,1068,118.6667,90.3364,54.0,331.0,0.032498,0.063187,0.00015,0.194321,1,8,1,0,4,0,9,3261,362.3333,473.0861,54.0,1514.0,0.032493,0.063124,0.00029,0.194289,1,8,0,1,4,0,16645.3905,69.2116,4106.5551,12538.8354,3.0505,0.0,-0.5066,240.5,361.7028,54.0,1514.0,54.0,185.0,2.5265,2.856,0.6111,0.0556,0.015298,0.046212,8e-05,0.194202,3.0207,1,0.260072,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.369433,4420,19,10,1159,115.9,86.1016,54.0,331.0,0.041039,0.091614,6.8e-05,0.295482,1,9,2,0,5,0,9,3261,362.3333,473.0861,54.0,1514.0,0.046153,0.096087,2.9e-05,0.29591,1,9,1,0,4,0,11964.2804,51.4302,3137.24,8827.0404,2.8112,0.0526,-0.4756,232.6316,353.6348,54.0,1514.0,54.0,182.0,2.6239,2.8581,0.6316,0.0526,0.020524,0.067929,2.9e-05,0.295482,3.3097,1,0.369433,9,1,1,1,0.1053,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.270452,4329,18,9,1068,118.6667,90.3364,54.0,331.0,0.033795,0.064633,0.000158,0.198159,1,8,1,0,4,0,9,3261,362.3333,473.0861,54.0,1514.0,0.033793,0.064617,4.4e-05,0.198171,1,8,0,1,4,0,16006.5372,66.5552,3948.9447,12057.5925,3.0505,0.0,-0.5066,240.5,361.7028,54.0,1514.0,54.0,185.0,2.5265,2.856,0.6111,0.0556,0.015909,0.047398,4.3e-05,0.198077,2.9793,1,0.270452,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.074539,4329,18,9,1068,118.6667,90.3364,54.0,331.0,0.009317,0.016111,0.000139,0.047378,1,8,1,0,4,0,9,3261,362.3333,473.0861,54.0,1514.0,0.009282,0.016196,1.4e-05,0.047057,1,9,1,0,4,0,58076.9798,241.4843,14328.0699,43748.91,3.0505,0.0,-0.5066,240.5,361.7028,54.0,1514.0,54.0,185.0,2.5265,2.856,0.6111,0.0556,0.004385,0.01191,1.4e-05,0.047057,2.7162,1,0.074539,10,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.270416,4329,18,9,1068,118.6667,90.3364,54.0,331.0,0.033793,0.065253,0.000113,0.201887,1,8,1,0,4,0,9,3261,362.3333,473.0861,54.0,1514.0,0.033787,0.065244,2.1e-05,0.201891,1,8,0,1,4,0,16008.6681,66.5641,3949.4704,12059.1977,3.0505,0.0,-0.5066,240.5,361.7028,54.0,1514.0,54.0,185.0,2.5265,2.856,0.6111,0.0556,0.015907,0.047803,2.1e-05,0.201821,3.0052,1,0.270416,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.349756,4295,18,9,1036,115.1111,88.6234,54.0,331.0,0.043708,0.071662,0.000141,0.206409,1,8,1,0,4,0,9,3259,362.1111,472.9246,54.0,1514.0,0.043706,0.071561,3e-05,0.206268,1,8,0,1,4,0,12279.9895,51.4644,2962.065,9317.9245,3.1427,0.0,-0.5176,238.6111,361.9504,54.0,1514.0,54.0,177.0,2.5347,2.856,0.6111,0.0556,0.020574,0.053688,3e-05,0.206179,2.6095,1,0.349756,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.460118,4273,17,9,1105,122.7778,88.1145,54.0,331.0,0.057508,0.101736,0.000121,0.295161,1,8,2,0,5,0,8,3168,396.0,491.2013,54.0,1514.0,0.065717,0.106366,2.8e-05,0.295547,1,7,0,1,3,0,9286.7482,36.947,2401.5579,6885.1903,2.8644,0.0588,-0.4828,251.3529,369.1225,54.0,1514.0,54.0,188.0,2.4349,2.9398,0.5882,0.0588,0.028757,0.077442,2.8e-05,0.295161,2.693,1,0.460118,9,1,1,1,0.1176,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.460449,4273,17,9,1105,122.7778,88.1145,54.0,331.0,0.057548,0.100742,0.000135,0.295296,1,8,2,0,5,0,8,3168,396.0,491.2013,54.0,1514.0,0.065758,0.105284,1.7e-05,0.295664,1,7,0,1,3,0,9280.0723,36.9205,2399.8315,6880.2408,2.8644,0.0588,-0.4828,251.3529,369.1225,54.0,1514.0,54.0,188.0,2.4349,2.9398,0.5882,0.0588,0.028778,0.076795,1.7e-05,0.295296,2.6685,1,0.460449,9,1,1,1,0.1176,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.440449,4273,17,9,1105,122.7778,88.1145,54.0,331.0,0.055034,0.099448,0.000159,0.297301,1,8,2,0,5,0,8,3168,396.0,491.2013,54.0,1514.0,0.062885,0.104187,1.6e-05,0.297901,1,7,0,1,3,0,9701.4637,38.597,2508.8035,7192.6602,2.8644,0.0588,-0.4828,251.3529,369.1225,54.0,1514.0,54.0,188.0,2.4349,2.9398,0.5882,0.0588,0.027528,0.075476,1.6e-05,0.297301,2.7418,1,0.440449,9,1,1,1,0.1176,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.440333,4273,17,9,1105,122.7778,88.1145,54.0,331.0,0.055027,0.10107,0.000126,0.302404,1,8,2,0,5,0,8,3168,396.0,491.2013,54.0,1514.0,0.062881,0.105879,2.6e-05,0.302815,1,7,0,1,3,0,9704.0195,38.6071,2509.4644,7194.555,2.8644,0.0588,-0.4828,251.3529,369.1225,54.0,1514.0,54.0,188.0,2.4349,2.9398,0.5882,0.0588,0.027521,0.076557,2.6e-05,0.302404,2.7818,1,0.440333,9,1,1,1,0.1176,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.470607,4273,17,9,1105,122.7778,88.1145,54.0,331.0,0.058815,0.104297,0.000119,0.303618,1,8,2,0,5,0,8,3168,396.0,491.2013,54.0,1514.0,0.067193,0.109038,2.4e-05,0.304002,1,7,0,1,3,0,9079.7629,36.1236,2348.0314,6731.7316,2.8644,0.0588,-0.4828,251.3529,369.1225,54.0,1514.0,54.0,188.0,2.4349,2.9398,0.5882,0.0588,0.029413,0.079351,2.4e-05,0.303618,2.6978,1,0.470607,9,1,1,1,0.1176,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.329906,4296,18,9,1036,115.1111,88.6234,54.0,331.0,0.041226,0.066259,0.000192,0.190871,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.041226,0.066101,0.000207,0.190622,1,8,0,1,4,0,13021.8911,54.561,3140.2884,9881.6026,3.1437,0.0,-0.5177,238.6667,362.0221,54.0,1514.0,54.0,177.0,2.5335,2.856,0.6111,0.0556,0.019406,0.049759,4.1e-05,0.190525,2.5641,1,0.329906,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.32774,4328,18,9,1068,118.6667,90.3364,54.0,331.0,0.040959,0.066758,0.000141,0.192625,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.040954,0.06671,7.6e-05,0.192586,1,8,0,1,4,0,13205.5898,54.9216,3258.6807,9946.9091,3.0496,0.0,-0.5065,240.4444,361.6312,54.0,1514.0,54.0,185.0,2.5277,2.856,0.6111,0.0556,0.019279,0.050095,5.1e-05,0.192516,2.5985,1,0.32774,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.459758,4274,17,9,1105,122.7778,88.1145,54.0,331.0,0.05745,0.101038,0.000249,0.29403,1,8,2,0,5,0,8,3169,396.125,491.2801,54.0,1514.0,0.065644,0.105671,1.4e-05,0.29475,1,7,0,1,3,0,9296.195,36.976,2403.4383,6892.7566,2.8653,0.0588,-0.4829,251.4118,369.1948,54.0,1514.0,54.0,188.0,2.4337,2.9398,0.5882,0.0588,0.028735,0.076919,1.4e-05,0.29403,2.6769,1,0.459758,9,1,1,1,0.1176,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.33018,4328,18,9,1068,118.6667,90.3364,54.0,331.0,0.041262,0.067643,0.000286,0.195842,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.041243,0.067516,7.1e-05,0.195762,1,8,0,1,4,0,13108.0017,54.5157,3234.5993,9873.4024,3.0496,0.0,-0.5065,240.4444,361.6312,54.0,1514.0,54.0,185.0,2.5277,2.856,0.6111,0.0556,0.019422,0.050652,7.1e-05,0.195676,2.6079,1,0.33018,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.45051,4419,19,10,1159,115.9,86.1016,54.0,331.0,0.050046,0.097356,0.000168,0.307615,1,9,2,0,5,0,9,3260,362.2222,473.0052,54.0,1514.0,0.056295,0.101745,1.1e-05,0.308186,1,8,1,1,4,0,9808.8833,42.1744,2572.6399,7236.2434,2.8103,0.0526,-0.4754,232.5789,353.5643,54.0,1514.0,54.0,182.0,2.6251,2.8581,0.6316,0.0526,0.025028,0.073216,1.1e-05,0.307615,2.9253,1,0.45051,9,1,1,1,0.1053,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.339484,4328,18,9,1068,118.6667,90.3364,54.0,331.0,0.042424,0.070511,0.000141,0.206863,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.042419,0.070067,0.000424,0.206683,1,8,0,1,4,0,12748.7599,53.0216,3145.9509,9602.809,3.0496,0.0,-0.5065,240.4444,361.6312,54.0,1514.0,54.0,185.0,2.5277,2.856,0.6111,0.0556,0.01997,0.052429,4.6e-05,0.206589,2.6254,1,0.339484,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.089011,4296,18,9,1036,115.1111,88.6234,54.0,331.0,0.011126,0.022518,0.00012,0.069353,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.010997,0.022419,0.000179,0.0689,1,9,1,0,4,0,48263.6977,202.2222,11639.0109,36624.6868,3.1437,0.0,-0.5177,238.6667,362.0221,54.0,1514.0,54.0,177.0,2.5335,2.856,0.6111,0.0556,0.005236,0.0163,3.2e-05,0.0689,3.113,1,0.089011,10,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.289921,4328,18,9,1068,118.6667,90.3364,54.0,331.0,0.036216,0.06673,0.000114,0.202366,1,8,1,0,4,0,9,3260,362.2222,473.0052,54.0,1514.0,0.036213,0.066629,0.000214,0.202257,1,8,0,1,4,0,14928.2046,62.0859,3683.7621,11244.4425,3.0496,0.0,-0.5065,240.4444,361.6312,54.0,1514.0,54.0,185.0,2.5277,2.856,0.6111,0.0556,0.017054,0.049096,6.3e-05,0.202064,2.8788,1,0.289921,11,1,1,1,0.1111,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.370444,4419,19,10,1159,115.9,86.1016,54.0,331.0,0.041138,0.093364,0.000106,0.301154,1,9,2,0,5,0,9,3260,362.2222,473.0052,54.0,1514.0,0.046293,0.097975,2.8e-05,0.301609,1,8,1,1,4,0,11928.9285,51.2898,3128.678,8800.2505,2.8103,0.0526,-0.4754,232.5789,353.5643,54.0,1514.0,54.0,182.0,2.6251,2.8581,0.6316,0.0526,0.02058,0.069134,9e-06,0.301154,3.3592,1,0.370444,9,1,1,1,0.1053,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.000735,384,5,3,264,88.0,39.8999,54.0,144.0,0.000278,0.00011,0.000168,0.000387,1,2,0,0,1,0,2,120,60.0,6.0,54.0,66.0,0.000659,0.0,0.000659,0.000659,1,2,0,0,0,0,522448.9734,6802.721,359183.6692,163265.3042,0.4528,0.2,0.375,76.8,34.0259,54.0,144.0,54.0,66.0,1.4075,1.5219,0.8,0.0,0.000184,0.000124,7.6e-05,0.000387,0.674,1,0.000735,3,1,1,0,0.4,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.000659,416,5,3,296,98.6667,54.9019,54.0,176.0,0.000253,4.7e-05,0.000206,0.0003,1,2,0,0,1,0,2,120,60.0,6.0,54.0,66.0,0.000553,0.0,0.000553,0.000553,1,2,0,0,0,0,631259.4725,7587.2533,449165.3939,182094.0786,0.404,0.2,0.4231,83.2,46.7093,54.0,176.0,54.0,66.0,1.4507,1.5219,0.8,0.0,0.000165,8.1e-05,0.0001,0.0003,0.4901,1,0.000659,3,1,1,0,0.4,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.000558,416,5,3,296,98.6667,54.9019,54.0,176.0,0.000256,6e-05,0.000196,0.000317,1,2,0,0,1,0,2,120,60.0,6.0,54.0,66.0,0.000461,0.0,0.000461,0.000461,1,2,0,0,0,0,745519.7136,8960.5735,530465.9501,215053.7635,0.404,0.2,0.4231,83.2,46.7093,54.0,176.0,54.0,66.0,1.4507,1.5219,0.8,0.0,0.000139,0.000105,4.5e-05,0.000317,0.7508,1,0.000558,3,1,1,0,0.4,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.000559,416,5,3,296,98.6667,54.9019,54.0,176.0,0.000254,6.9e-05,0.000186,0.000323,1,2,0,0,1,0,2,120,60.0,6.0,54.0,66.0,0.000433,0.0,0.000433,0.000433,1,2,0,0,0,0,744186.1142,8944.5446,529517.0428,214669.0714,0.404,0.2,0.4231,83.2,46.7093,54.0,176.0,54.0,66.0,1.4507,1.5219,0.8,0.0,0.00014,0.00011,5e-05,0.000323,0.7854,1,0.000559,3,1,1,0,0.4,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.000901,416,5,3,296,98.6667,54.9019,54.0,176.0,0.000377,2e-05,0.000358,0.000397,1,2,0,0,1,0,2,120,60.0,6.0,54.0,66.0,0.000661,0.0,0.000661,0.000661,1,2,0,0,0,0,461709.216,5549.3896,328523.8652,133185.3508,0.404,0.2,0.4231,83.2,46.7093,54.0,176.0,54.0,66.0,1.4507,1.5219,0.8,0.0,0.000225,8.5e-05,0.000146,0.000358,0.3766,1,0.000901,3,1,1,0,0.4,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.000596,416,5,3,296,98.6667,54.9019,54.0,176.0,0.000275,6.7e-05,0.000208,0.000342,1,2,0,0,1,0,2,120,60.0,6.0,54.0,66.0,0.000469,0.0,0.000469,0.000469,1,2,0,0,0,0,697986.5795,8389.2618,496644.2969,201342.2825,0.404,0.2,0.4231,83.2,46.7093,54.0,176.0,54.0,66.0,1.4507,1.5219,0.8,0.0,0.000149,0.000115,4.6e-05,0.000342,0.7723,1,0.000596,3,1,1,0,0.4,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
443,TCP,0.000825,384,5,3,264,88.0,39.8999,54.0,144.0,0.000383,1.1e-05,0.000372,0.000393,1,2,0,0,1,0,2,120,60.0,6.0,54.0,66.0,0.00057,0.0,0.00057,0.00057,1,2,0,0,0,0,465454.548,6060.6061,320000.0017,145454.5462,0.4528,0.2,0.375,76.8,34.0259,54.0,144.0,54.0,66.0,1.4075,1.5219,0.8,0.0,0.000206,0.000129,6e-05,0.000393,0.6257,1,0.000825,3,1,1,0,0.4,1,,12,2,t10i120200_d94e65cdb899_33a13ba74d1c,10,12,2,0,0,a1834ba4714ad4767c0eaa94a9f32dd2,ja4,0,0x2f,0,0,0,0,0,0,emotet,t10i120200_d94e65cdb899_33a13ba74d1c,ja4
