dst_port,protocol,duration,total_bytes,total_packets,fwd_pkts,fwd_bytes,fwd_pkt_len_mean,fwd_pkt_len_std,fwd_pkt_len_min,fwd_pkt_len_max,fwd_iat_mean,fwd_iat_std,fwd_iat_min,fwd_iat_max,fwd_syn,fwd_ack,fwd_fin,fwd_rst,fwd_psh,fwd_urg,bwd_pkts,bwd_bytes,bwd_pkt_len_mean,bwd_pkt_len_std,bwd_pkt_len_min,bwd_pkt_len_max,bwd_iat_mean,bwd_iat_std,bwd_iat_min,bwd_iat_max,bwd_syn,bwd_ack,bwd_fin,bwd_rst,bwd_psh,bwd_urg,bytes_per_second,packets_per_second,fwd_bytes_per_second,bwd_bytes_per_second,down_up_ratio,flow_pkt_asymmetry,flow_byte_asymmetry,pkt_len_mean,pkt_len_std,pkt_len_min,pkt_len_max,pkt_len_q1,pkt_len_q3,pkt_len_skew,pkt_len_entropy,small_pkt_ratio,large_pkt_ratio,iat_mean,iat_std,iat_min,iat_max,burstiness,burst_count,mean_burst_duration,direction_switches,src_port_ephemeral,is_well_known_dst_port,is_complete_handshake,handshake_ratio,has_tls,tls_cipher_count,tls_ext_count,ja4_fingerprint,ja4_tls_ver_num,ja4_cipher_count,ja4_ext_count,ja4_sni_present,ja4_has_alpn,ja3_fingerprint,fingerprint_source,has_sni,cipher_suite,dns_query_count,dns_query_types,dns_unique_queries,http_request_count,http_unique_hosts,http_unique_uris,label,fingerprint_final,fingerprint_method
443,TCP,2.160165,45108,65,28,9158,327.0714,428.2534,60.0,1342.0,0.068148,0.097956,0.000122,0.304234,1,27,0,0,8,0,37,35950,971.6216,510.7484,54.0,1342.0,0.054888,0.096908,4.2e-05,0.321814,1,37,0,0,9,0,20881.7375,30.0903,4239.4908,16642.2467,3.9251,-0.1385,-0.594,693.9692,573.9036,54.0,1342.0,60.0,1342.0,0.0618,2.7343,0.3385,0.4,0.033753,0.078366,1e-06,0.320167,2.3218,1,2.160165,37,1,1,0,0.0308,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.837909,42534,62,25,8982,359.28,442.4922,60.0,1342.0,0.067795,0.087234,0.000124,0.210533,1,24,0,0,8,0,37,33552,906.8108,568.5222,54.0,1342.0,0.046424,0.075961,3.6e-05,0.216243,1,37,0,0,6,0,23142.6041,33.734,4887.0755,18255.5286,3.7351,-0.1935,-0.5777,686.0323,586.4973,54.0,1342.0,60.0,1342.0,0.0636,2.6363,0.371,0.4194,0.03013,0.063888,9e-06,0.210829,2.1204,1,1.837909,29,1,1,0,0.0323,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,13.918793,42110,65,27,9114,337.5556,432.7378,60.0,1342.0,0.529404,1.356198,0.0,6.006058,3,24,0,0,8,0,38,32996,868.3158,576.3708,54.0,1342.0,0.128365,0.474429,4.1e-05,2.946011,1,38,0,0,8,0,3025.406,4.6699,654.7982,2370.6079,3.62,-0.1692,-0.5671,647.8462,583.4437,54.0,1342.0,60.0,1342.0,0.1597,2.8704,0.4154,0.4,0.217481,0.893186,0.0,6.006058,4.107,4,0.489066,27,1,1,0,0.0615,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.674388,43340,63,27,9107,337.2963,432.9222,60.0,1342.0,0.057033,0.075972,0.000123,0.191592,1,26,0,0,8,0,36,34233,950.9167,544.7913,54.0,1342.0,0.043525,0.071976,4.1e-05,0.215071,1,36,0,0,6,0,25884.0853,37.6257,5439.0024,20445.0829,3.7586,-0.1429,-0.5797,687.9365,584.9218,54.0,1342.0,60.0,1342.0,0.0756,2.5831,0.3651,0.4127,0.027006,0.058077,8e-06,0.191532,2.1505,1,1.674388,33,1,1,0,0.0317,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.869058,42263,65,25,8991,359.64,442.4377,60.0,1342.0,0.070867,0.082885,0.000119,0.187627,1,24,0,0,8,0,40,33272,831.8,591.8373,54.0,1342.0,0.043832,0.071053,3.9e-05,0.17403,1,40,0,0,6,0,22611.9238,34.7769,4810.4443,17801.4795,3.7002,-0.2308,-0.5745,650.2,586.1793,54.0,1342.0,60.0,1342.0,0.1579,2.6582,0.4154,0.4,0.029204,0.060248,1.4e-05,0.169091,2.063,1,1.869058,25,1,1,0,0.0308,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.769921,42478,61,26,9034,347.4615,437.7444,60.0,1342.0,0.062809,0.082442,0.000118,0.209768,1,25,0,0,8,0,35,33444,955.5429,540.7919,54.0,1342.0,0.047273,0.077803,4e-05,0.21167,1,35,0,0,7,0,23999.9404,34.4648,5104.1824,18895.7579,3.7016,-0.1475,-0.5747,696.3607,583.0138,54.0,1342.0,60.0,1342.0,0.0294,2.7117,0.3607,0.4262,0.029499,0.063786,3e-06,0.209409,2.1623,1,1.769921,29,1,1,0,0.0328,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,2.262937,46674,74,30,9273,309.1,419.0723,60.0,1342.0,0.078032,0.085942,0.00012,0.306642,1,29,0,0,8,0,44,37401,850.0227,544.7466,54.0,1342.0,0.045757,0.052332,3.9e-05,0.211318,1,44,0,0,14,0,20625.4079,32.7009,4097.7719,16527.6359,4.0329,-0.1892,-0.6026,630.7297,564.0695,54.0,1342.0,60.0,1342.0,0.2268,3.0931,0.3784,0.3514,0.030999,0.049618,3.9e-05,0.206211,1.6006,1,2.262937,42,1,1,0,0.027,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,2.027287,78611,107,43,15779,366.9535,472.733,60.0,1342.0,0.044681,0.070625,0.0,0.199416,1,42,0,0,11,0,64,62832,981.75,546.0429,54.0,1342.0,0.029743,0.06143,3.7e-05,0.206563,1,64,0,0,7,0,38776.4533,52.7799,7783.3084,30993.1449,3.9817,-0.1963,-0.5986,734.6822,599.1683,54.0,1342.0,60.0,1342.0,-0.0836,2.3672,0.3738,0.4766,0.019125,0.049786,0.0,0.199049,2.6031,1,2.027287,57,1,1,0,0.0187,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,2.352621,51351,76,33,9499,287.8485,405.231,60.0,1342.0,0.066748,0.085581,0.000122,0.218861,1,32,0,0,8,0,43,41852,973.3023,514.0707,54.0,1342.0,0.051893,0.081672,4.2e-05,0.22749,1,43,0,0,10,0,21827.1444,32.3044,4037.6243,17789.5201,4.4055,-0.1316,-0.63,675.6711,579.8717,54.0,1342.0,60.0,1342.0,0.1073,2.7716,0.3816,0.3947,0.031368,0.066606,1.9e-05,0.218508,2.1234,1,2.352621,47,1,1,0,0.0263,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.919847,42487,61,26,9039,347.6538,437.7158,60.0,1342.0,0.069088,0.084793,0.000123,0.222897,1,25,0,0,8,0,35,33448,955.6571,529.1295,54.0,1342.0,0.051903,0.078068,3.7e-05,0.224961,1,35,0,0,7,0,22130.4092,31.7734,4708.1877,17422.2216,3.7,-0.1475,-0.5745,696.5082,576.8118,54.0,1342.0,60.0,1342.0,0.0204,2.7117,0.3607,0.4098,0.031997,0.064904,8e-06,0.222624,2.0284,1,1.919847,33,1,1,0,0.0328,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.655223,48701,70,30,9276,309.2,419.0655,60.0,1342.0,0.050091,0.074486,1e-06,0.195546,1,29,0,0,8,0,40,39425,985.625,525.6215,54.0,1342.0,0.038532,0.070001,4e-05,0.20491,1,40,0,0,7,0,29422.6193,42.2904,5604.0783,23818.541,4.2498,-0.1429,-0.6191,695.7286,587.529,54.0,1342.0,60.0,1342.0,0.0382,2.5727,0.3714,0.4286,0.023989,0.057149,1e-06,0.202593,2.3823,1,1.655223,33,1,1,0,0.0286,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,0.880775,48102,72,33,9532,288.8485,404.8257,60.0,1342.0,0.0259,0.035658,0.0,0.116377,1,32,0,0,8,0,39,38570,988.9744,523.8241,54.0,1342.0,0.021419,0.033871,3.8e-05,0.118291,1,39,0,0,7,0,54613.2683,81.7462,10822.2875,43790.9808,4.0459,-0.0833,-0.6037,668.0833,587.7375,54.0,1342.0,66.0,1342.0,0.1151,2.7401,0.4028,0.4028,0.012405,0.026424,0.0,0.116106,2.1301,1,0.880775,33,1,1,0,0.0278,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,0.87751,45614,65,27,9100,337.037,432.9507,60.0,1342.0,0.029361,0.039702,0.000126,0.108367,1,26,0,0,8,0,38,36514,960.8947,531.813,54.0,1342.0,0.021737,0.03805,3.3e-05,0.116748,1,38,0,0,7,0,51981.1839,74.0732,10370.2542,41610.9298,4.0121,-0.1692,-0.601,701.7538,581.1362,54.0,1342.0,60.0,1342.0,0.0254,2.574,0.3538,0.4154,0.013711,0.030408,8e-06,0.114116,2.2177,1,0.87751,33,1,1,0,0.0308,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.656667,39551,56,24,8348,347.8333,447.7823,60.0,1342.0,0.072029,0.077676,0.000127,0.214464,1,23,0,0,7,0,32,31203,975.0938,519.159,54.0,1342.0,0.048672,0.066869,4.4e-05,0.185454,1,32,0,0,8,0,23873.8383,33.8028,5039.0332,18834.8051,3.7373,-0.1429,-0.5779,706.2679,579.9171,54.0,1342.0,60.0,1342.0,-0.0227,2.7461,0.3571,0.4286,0.030121,0.055351,6e-06,0.184146,1.8376,1,1.656667,36,1,1,0,0.0357,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,0.871968,42416,60,25,8975,359.0,442.5394,60.0,1342.0,0.031746,0.040025,0.000118,0.110558,1,24,0,0,8,0,35,33441,955.4571,540.7757,54.0,1342.0,0.023411,0.037903,4.2e-05,0.116251,1,35,0,0,7,0,48643.9852,68.8099,10292.8085,38351.1767,3.7256,-0.1667,-0.5768,706.9333,581.9444,54.0,1342.0,60.0,1342.0,-0.0027,2.7208,0.35,0.4333,0.014779,0.030412,1.1e-05,0.110315,2.0578,1,0.871968,29,1,1,0,0.0333,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,7.325913,40299,59,25,8397,335.88,442.3933,60.0,1342.0,0.305246,0.939305,0.000119,4.770822,1,24,0,0,7,0,34,31902,938.2941,555.1728,54.0,1342.0,0.211506,0.768343,4.4e-05,4.520989,1,34,0,0,6,0,5500.8844,8.0536,1146.2053,4354.6791,3.7988,-0.1525,-0.5833,683.0339,590.8974,54.0,1342.0,60.0,1342.0,0.0594,2.652,0.3898,0.4237,0.126309,0.58728,3.4e-05,4.520989,4.6496,2,1.402462,34,1,1,0,0.0339,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.36916,18394,33,15,4669,311.2667,353.9342,60.0,1342.0,0.097797,0.08479,2e-06,0.2029,1,14,0,0,7,0,18,13725,762.5,547.3857,54.0,1342.0,0.07101,0.0824,4.3e-05,0.205039,1,18,0,0,6,0,13434.5129,24.1024,3410.1196,10024.3932,2.939,-0.0909,-0.4923,557.3939,520.4402,54.0,1342.0,60.0,1060.0,0.494,3.1923,0.3636,0.2727,0.042786,0.070719,2e-06,0.202511,1.6528,1,1.36916,18,1,1,0,0.0606,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,2.039056,83320,106,43,16364,380.5581,488.5926,60.0,1342.0,0.04424,0.077422,0.0,0.222315,1,42,0,0,10,0,63,66956,1062.7937,491.8759,54.0,1342.0,0.030284,0.06578,3.6e-05,0.224148,1,63,0,0,8,0,40862.0495,51.9848,8025.283,32836.7665,4.0914,-0.1887,-0.6072,786.0377,594.0159,54.0,1342.0,60.0,1342.0,-0.2564,2.4019,0.3396,0.5189,0.01942,0.053679,0.0,0.221962,2.7642,1,2.039056,49,1,1,0,0.0189,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.881501,46538,68,28,9167,327.3929,428.2244,60.0,1342.0,0.061859,0.080181,0.000121,0.195253,1,27,0,0,8,0,40,37371,934.275,541.3023,54.0,1342.0,0.044295,0.074836,3.4e-05,0.212544,1,40,0,0,8,0,24734.5077,36.1414,4872.174,19862.3337,4.0762,-0.1765,-0.606,684.3824,580.5813,54.0,1342.0,60.0,1342.0,0.0777,2.7118,0.3676,0.4118,0.028082,0.061682,3.4e-05,0.21132,2.1965,1,1.881501,31,1,1,0,0.0294,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.736081,42435,60,25,8973,358.92,442.5537,60.0,1342.0,0.064127,0.081819,0.000121,0.207219,1,24,0,0,8,0,35,33462,956.0571,540.7253,54.0,1342.0,0.04637,0.077126,3.4e-05,0.209112,1,35,0,0,7,0,24442.9822,34.5606,5168.5373,19274.4449,3.7288,-0.1667,-0.5771,707.25,582.091,54.0,1342.0,60.0,1342.0,-0.0042,2.7208,0.35,0.4333,0.029425,0.06356,2.8e-05,0.206855,2.1601,1,1.736081,29,1,1,0,0.0333,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.491613,41241,62,27,9111,337.4444,432.9077,60.0,1342.0,0.050281,0.068723,0.0,0.178945,1,26,0,0,8,0,35,32130,918.0,549.3532,54.0,1342.0,0.040008,0.06493,3.6e-05,0.19696,1,35,0,0,7,0,27648.5941,41.5657,6108.1531,21540.4411,3.5261,-0.129,-0.5582,665.1774,578.6507,54.0,1342.0,60.0,1342.0,0.1475,2.6693,0.371,0.3871,0.024453,0.052679,0.0,0.184303,2.1543,1,1.491613,23,1,1,0,0.0323,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,2.526147,41952,60,25,8980,359.2,442.5052,60.0,1342.0,0.097577,0.211877,0.000118,1.052725,1,24,0,0,8,0,35,32972,942.0571,548.7261,54.0,1342.0,0.070012,0.161344,4.3e-05,0.90376,1,35,0,0,6,0,16607.1103,23.7516,3554.821,13052.2893,3.6713,-0.1667,-0.5719,699.2,582.9246,54.0,1342.0,60.0,1342.0,0.0081,2.6518,0.3667,0.4167,0.042816,0.126896,4e-05,0.90376,2.9637,2,0.811193,27,1,1,0,0.0333,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,3.613363,46595,68,29,9352,322.4828,421.4421,60.0,1342.0,0.121531,0.140965,0.000119,0.561689,1,28,0,0,9,0,39,37243,954.9487,543.2068,54.0,1342.0,0.088336,0.138245,3.6e-05,0.571691,1,39,0,0,7,0,12895.1892,18.819,2588.1706,10307.0186,3.9819,-0.1471,-0.5986,685.2206,585.5091,54.0,1342.0,60.0,1342.0,0.0643,2.6919,0.3676,0.4265,0.053931,0.108053,1e-05,0.561394,2.0035,2,1.525985,37,1,1,0,0.0294,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,15.169469,43056,67,27,9344,346.0741,429.6004,60.0,1342.0,0.576869,2.410145,2e-06,12.608723,1,26,0,0,9,0,40,33712,842.8,591.1092,54.0,1342.0,0.384681,1.958431,3.9e-05,12.43184,1,40,0,0,6,0,2838.3327,4.4168,615.9741,2222.3586,3.6075,-0.194,-0.566,642.6269,585.097,54.0,1342.0,60.0,1342.0,0.2033,2.6786,0.403,0.3881,0.22984,1.515947,2e-06,12.43184,6.5957,3,0.728578,29,1,1,0,0.0299,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,1.944453,16740,31,14,3584,256.0,250.443,60.0,640.0,0.149573,0.110524,0.00012,0.388494,1,13,0,0,7,0,17,13156,773.8824,542.3019,54.0,1342.0,0.097007,0.097137,4.3e-05,0.240809,1,17,0,0,7,0,8609.105,15.9428,1843.1919,6765.9131,3.6697,-0.0968,-0.5718,540.0,505.9886,54.0,1342.0,60.0,956.5,0.5477,3.2354,0.3548,0.2581,0.064815,0.089665,4.3e-05,0.238509,1.3834,1,1.944453,18,1,1,0,0.0645,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,181.91925,55211,99,45,10193,226.5111,361.8368,60.0,1342.0,4.134528,4.805406,0.000121,10.318118,1,44,1,0,8,0,54,45018,833.6667,472.1668,54.0,1342.0,3.428775,4.643813,4.2e-05,10.019552,1,54,1,0,25,0,303.4918,0.5442,56.0304,247.4614,4.4161,-0.0909,-0.6308,557.6869,522.0288,54.0,1342.0,60.0,1155.5,0.4749,2.5062,0.4242,0.2626,1.856319,3.720288,4e-06,9.88897,2.0041,20,0.297552,66,1,1,1,0.0202,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,180.846926,52412,96,44,9551,217.0682,360.4443,60.0,1342.0,4.205742,4.792921,1e-06,10.446224,1,43,1,0,7,0,52,42861,824.25,462.211,54.0,1342.0,3.542534,4.661898,4.2e-05,10.243021,1,52,1,0,25,0,289.8142,0.5308,52.8126,237.0015,4.4871,-0.0833,-0.6355,545.9583,516.5222,54.0,1342.0,60.0,974.0,0.5214,2.501,0.4271,0.25,1.903652,3.74649,1e-06,10.24238,1.9681,20,0.283251,62,1,1,1,0.0208,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,181.799444,54697,99,46,10246,222.7391,358.6742,60.0,1342.0,4.039988,4.749447,0.000124,10.041478,1,45,1,0,8,0,53,44451,838.6981,468.1742,54.0,1342.0,3.492573,4.62019,4.1e-05,10.028586,1,53,1,0,24,0,300.8645,0.5446,56.3588,244.5057,4.338,-0.0707,-0.6254,552.4949,521.052,54.0,1342.0,60.0,1028.0,0.4818,2.4404,0.4343,0.2525,1.855096,3.692545,2.9e-05,9.823746,1.9905,20,0.301125,64,1,1,1,0.0202,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
443,TCP,182.685061,54703,99,45,10177,226.1556,361.7733,60.0,1342.0,4.151933,4.765182,1e-06,10.022665,1,44,1,0,8,0,54,44526,824.5556,468.8622,54.0,1342.0,3.443308,4.605979,4.1e-05,10.018512,1,54,1,0,25,0,299.4388,0.5419,55.7079,243.7309,4.3747,-0.0909,-0.6279,552.5556,517.8609,54.0,1342.0,60.0,1004.5,0.4926,2.5062,0.4242,0.2525,1.864133,3.7013,1e-06,9.817647,1.9855,20,0.295664,64,1,1,1,0.0202,1,36,4,t10d360400_77f462745360_8c53be739f3b,10,36,4,1,0,4621efc8cc400e03140ac1993fdd3e75,ja4,1,0xc00a,0,0,0,0,0,0,dreambot,t10d360400_77f462745360_8c53be739f3b,ja4
